seed,task,consumer,metric,direction,full_method,ablation_method,full_value,ablation_value,full_advantage_normalized,positive_favors_full
17,simulated_maneuver_state_segmentation,causal_tcn_duration,segmental_f1_iou_0.10,higher,chronaris,chronaris_no_causal_mask,0.5184912315281898,0.5148370030239225,0.0036542285042672207,True
17,simulated_maneuver_state_segmentation,causal_tcn_duration,segmental_f1_iou_0.10,higher,chronaris,chronaris_no_single_stream_bypass,0.5184912315281898,0.16670647831036142,0.3517847532178283,True
17,simulated_maneuver_state_segmentation,causal_tcn_duration,segmental_f1_iou_0.25,higher,chronaris,chronaris_no_continuous_evolution,0.4368604251320002,0.43779004193332755,-0.0009296168013273598,True
17,simulated_maneuver_state_segmentation,causal_tcn_duration,segmental_f1_iou_0.25,higher,chronaris,chronaris_no_physics,0.4368604251320002,0.4877284504524985,-0.050868025320498333,True
17,simulated_maneuver_state_segmentation,causal_tcn_duration,segmental_f1_iou_0.25,higher,chronaris,chronaris_no_causal_mask,0.4368604251320002,0.4354239934686916,0.0014364316633085905,True
17,simulated_maneuver_state_segmentation,causal_tcn_duration,segmental_f1_iou_0.25,higher,chronaris,chronaris_no_single_stream_bypass,0.4368604251320002,0.10062505561206458,0.3362353695199356,True
17,simulated_maneuver_state_segmentation,causal_tcn_duration,segmental_f1_iou_0.50,higher,chronaris,chronaris_no_continuous_evolution,0.341947313209165,0.3218411653795264,0.0201061478296386,True
17,simulated_maneuver_state_segmentation,causal_tcn_duration,segmental_f1_iou_0.50,higher,chronaris,chronaris_no_physics,0.341947313209165,0.37557457275948575,-0.033627259550320754,True
17,simulated_maneuver_state_segmentation,causal_tcn_duration,segmental_f1_iou_0.50,higher,chronaris,chronaris_no_causal_mask,0.341947313209165,0.34219595862155855,-0.00024864541239355553,True
17,simulated_maneuver_state_segmentation,causal_tcn_duration,segmental_f1_iou_0.50,higher,chronaris,chronaris_no_single_stream_bypass,0.341947313209165,0.05442761685657629,0.2875196963525887,True
17,simulated_maneuver_state_segmentation,causal_tcn_raw,boundary_detection_delay_s,lower,chronaris,chronaris_no_continuous_evolution,2.324161807580175,2.318399705014749,-0.005762102565425753,True
17,simulated_maneuver_state_segmentation,causal_tcn_raw,boundary_detection_delay_s,lower,chronaris,chronaris_no_physics,2.324161807580175,1.9273743016759777,-0.3967875059041972,True
17,simulated_maneuver_state_segmentation,causal_tcn_raw,boundary_detection_delay_s,lower,chronaris,chronaris_no_causal_mask,2.324161807580175,2.258771929824561,-0.06538987775561367,True
17,simulated_maneuver_state_segmentation,causal_tcn_raw,boundary_detection_delay_s,lower,chronaris,chronaris_no_single_stream_bypass,2.324161807580175,3.3351063829787235,1.0109445753985487,True
17,simulated_maneuver_state_segmentation,causal_tcn_raw,boundary_f1_1s,higher,chronaris,chronaris_no_continuous_evolution,0.2387976305283935,0.2376213536599566,0.0011762768684369096,True
17,simulated_maneuver_state_segmentation,causal_tcn_raw,boundary_f1_1s,higher,chronaris,chronaris_no_physics,0.2387976305283935,0.27157457377682803,-0.032776943248434526,True
17,simulated_maneuver_state_segmentation,causal_tcn_raw,boundary_f1_1s,higher,chronaris,chronaris_no_causal_mask,0.2387976305283935,0.24421204171880365,-0.00541441119041014,True
17,simulated_maneuver_state_segmentation,causal_tcn_raw,boundary_f1_1s,higher,chronaris,chronaris_no_single_stream_bypass,0.2387976305283935,0.12252406583748494,0.11627356469090856,True
17,simulated_maneuver_state_segmentation,causal_tcn_raw,boundary_f1_2s,higher,chronaris,chronaris_no_continuous_evolution,0.3235539513907193,0.3104627135187797,0.01309123787193961,True
17,simulated_maneuver_state_segmentation,causal_tcn_raw,boundary_f1_2s,higher,chronaris,chronaris_no_physics,0.3235539513907193,0.3484611276165069,-0.024907176225787586,True
17,simulated_maneuver_state_segmentation,causal_tcn_raw,boundary_f1_2s,higher,chronaris,chronaris_no_causal_mask,0.3235539513907193,0.324255044813677,-0.0007010934229577104,True
17,simulated_maneuver_state_segmentation,causal_tcn_raw,boundary_f1_2s,higher,chronaris,chronaris_no_single_stream_bypass,0.3235539513907193,0.19318239885795033,0.13037155253276897,True
17,simulated_maneuver_state_segmentation,causal_tcn_raw,edit_score,higher,chronaris,chronaris_no_continuous_evolution,0.4391068643366438,0.4380321679954033,0.001074696341240522,True
17,simulated_maneuver_state_segmentation,causal_tcn_raw,edit_score,higher,chronaris,chronaris_no_physics,0.4391068643366438,0.4368695936791617,0.002237270657482082,True
17,simulated_maneuver_state_segmentation,causal_tcn_raw,edit_score,higher,chronaris,chronaris_no_causal_mask,0.4391068643366438,0.43423089154997047,0.004875972786673344,True
17,simulated_maneuver_state_segmentation,causal_tcn_raw,edit_score,higher,chronaris,chronaris_no_single_stream_bypass,0.4391068643366438,0.3512504133597884,0.0878564509768554,True
17,simulated_maneuver_state_segmentation,causal_tcn_raw,frame_macro_f1,higher,chronaris,chronaris_no_continuous_evolution,0.3679607333630897,0.3434675668494065,0.024493166513683218,True
17,simulated_maneuver_state_segmentation,causal_tcn_raw,frame_macro_f1,higher,chronaris,chronaris_no_physics,0.3679607333630897,0.4023004971257335,-0.034339763762643805,True
17,simulated_maneuver_state_segmentation,causal_tcn_raw,frame_macro_f1,higher,chronaris,chronaris_no_causal_mask,0.3679607333630897,0.36714143420039436,0.0008192991626953527,True
17,simulated_maneuver_state_segmentation,causal_tcn_raw,frame_macro_f1,higher,chronaris,chronaris_no_single_stream_bypass,0.3679607333630897,0.13110914310477248,0.23685159025831723,True
17,simulated_maneuver_state_segmentation,causal_tcn_raw,segmental_f1_iou_0.10,higher,chronaris,chronaris_no_continuous_evolution,0.4497760961682258,0.4372771020724775,0.012498994095748284,True
17,simulated_maneuver_state_segmentation,causal_tcn_raw,segmental_f1_iou_0.10,higher,chronaris,chronaris_no_physics,0.4497760961682258,0.4553917509044272,-0.005615654736201403,True
17,simulated_maneuver_state_segmentation,causal_tcn_raw,segmental_f1_iou_0.10,higher,chronaris,chronaris_no_causal_mask,0.4497760961682258,0.4453704833780067,0.00440561279021906,True
17,simulated_maneuver_state_segmentation,causal_tcn_raw,segmental_f1_iou_0.10,higher,chronaris,chronaris_no_single_stream_bypass,0.4497760961682258,0.2694613892514434,0.18031470691678236,True
17,simulated_maneuver_state_segmentation,causal_tcn_raw,segmental_f1_iou_0.25,higher,chronaris,chronaris_no_continuous_evolution,0.3607845968801901,0.3563442960405035,0.004440300839686606,True
17,simulated_maneuver_state_segmentation,causal_tcn_raw,segmental_f1_iou_0.25,higher,chronaris,chronaris_no_physics,0.3607845968801901,0.38346755704218854,-0.022682960161998444,True
17,simulated_maneuver_state_segmentation,causal_tcn_raw,segmental_f1_iou_0.25,higher,chronaris,chronaris_no_causal_mask,0.3607845968801901,0.3582593162334611,0.0025252806467290223,True
17,simulated_maneuver_state_segmentation,causal_tcn_raw,segmental_f1_iou_0.25,higher,chronaris,chronaris_no_single_stream_bypass,0.3607845968801901,0.13387730761956768,0.22690728926062242,True
17,simulated_maneuver_state_segmentation,causal_tcn_raw,segmental_f1_iou_0.50,higher,chronaris,chronaris_no_continuous_evolution,0.2390361980743689,0.23073927768925837,0.00829692038511054,True
17,simulated_maneuver_state_segmentation,causal_tcn_raw,segmental_f1_iou_0.50,higher,chronaris,chronaris_no_physics,0.2390361980743689,0.2722655690667978,-0.03322937099242887,True
17,simulated_maneuver_state_segmentation,causal_tcn_raw,segmental_f1_iou_0.50,higher,chronaris,chronaris_no_causal_mask,0.2390361980743689,0.24048999694300202,-0.001453798868633116,True
17,simulated_maneuver_state_segmentation,causal_tcn_raw,segmental_f1_iou_0.50,higher,chronaris,chronaris_no_single_stream_bypass,0.2390361980743689,0.038892371021579615,0.2001438270527893,True
29,simulated_future_workload_classification,linear,balanced_accuracy,higher,chronaris,chronaris_no_continuous_evolution,0.3493903136801149,0.3874930597056043,-0.03810274602548941,True
29,simulated_future_workload_classification,linear,balanced_accuracy,higher,chronaris,chronaris_no_physics,0.3493903136801149,0.40124649806519425,-0.05185618438507933,True
29,simulated_future_workload_classification,linear,balanced_accuracy,higher,chronaris,chronaris_no_causal_mask,0.3493903136801149,0.3495662051105997,-0.00017589143048479805,True
29,simulated_future_workload_classification,linear,balanced_accuracy,higher,chronaris,chronaris_no_single_stream_bypass,0.3493903136801149,0.4123658033152356,-0.06297548963512067,True
29,simulated_future_workload_classification,linear,brier_score,lower,chronaris,chronaris_no_continuous_evolution,0.7648297033033594,0.6229091038259092,-0.14192059947745017,True
29,simulated_future_workload_classification,linear,brier_score,lower,chronaris,chronaris_no_physics,0.7648297033033594,0.6875288162481966,-0.0773008870551628,True
29,simulated_future_workload_classification,linear,brier_score,lower,chronaris,chronaris_no_causal_mask,0.7648297033033594,0.7988067057969116,0.03397700249355218,True
29,simulated_future_workload_classification,linear,brier_score,lower,chronaris,chronaris_no_single_stream_bypass,0.7648297033033594,0.7199879454680564,-0.044841757835302976,True
29,simulated_future_workload_classification,linear,ece_10_bins,lower,chronaris,chronaris_no_continuous_evolution,0.3214660729257333,0.21183988799171805,-0.10962618493401527,True
29,simulated_future_workload_classification,linear,ece_10_bins,lower,chronaris,chronaris_no_physics,0.3214660729257333,0.26516825486108697,-0.05629781806464634,True
29,simulated_future_workload_classification,linear,ece_10_bins,lower,chronaris,chronaris_no_causal_mask,0.3214660729257333,0.34330085496475626,0.02183478203902295,True
29,simulated_future_workload_classification,linear,ece_10_bins,lower,chronaris,chronaris_no_single_stream_bypass,0.3214660729257333,0.16191499981152066,-0.15955107311421265,True
29,simulated_future_workload_classification,linear,macro_auprc,higher,chronaris,chronaris_no_continuous_evolution,0.4091349883931632,0.5093208450072594,-0.10018585661409618,True
29,simulated_future_workload_classification,linear,macro_auprc,higher,chronaris,chronaris_no_physics,0.4091349883931632,0.44047105848616486,-0.031336070093001656,True
29,simulated_future_workload_classification,linear,macro_auprc,higher,chronaris,chronaris_no_causal_mask,0.4091349883931632,0.40066648715014413,0.008468501243019066,True
29,simulated_future_workload_classification,linear,macro_auprc,higher,chronaris,chronaris_no_single_stream_bypass,0.4091349883931632,0.3708303287176505,0.03830465967551272,True
