seed,method,task,consumer,metric,stress_factor,source_direction,direction_normalized,level_count,minimum_level,maximum_level,baseline_score,maximum_stress_score,maximum_stress_change,degradation_slope
17,chronaris,simulated_future_workload_classification,minirocket,macro_auprc,snr_degradation_db,higher,higher_is_better,4,0.0,25.0,0.5857871351585356,0.561068300579364,-0.024718834579171678,-0.02576453972585244
17,chronaris,simulated_future_workload_classification,minirocket,macro_auprc,timestamp_jitter_ms,higher,higher_is_better,4,0.0,100.0,0.5857871351585356,0.6248383542037286,0.03905121904519293,0.038668705992724886
17,chronaris,simulated_future_workload_classification,minirocket,macro_f1,absolute_clock_drift_ppm,higher,higher_is_better,4,0.0,250.0,0.2760428237945746,0.25087683263806315,-0.02516599115651147,-0.017975707968936678
17,chronaris,simulated_future_workload_classification,minirocket,macro_f1,absolute_clock_offset_s,higher,higher_is_better,4,0.0,3.0,0.2760428237945746,0.2847591674149492,0.0087163436203746,0.014069444773873197
17,chronaris,simulated_future_workload_classification,minirocket,macro_f1,additional_physiology_lag_s,higher,higher_is_better,4,2.0,30.0,0.27643487240290293,0.2430311200988653,-0.03340375230403764,-0.020860099325138853
17,chronaris,simulated_future_workload_classification,minirocket,macro_f1,contiguous_gap_s,higher,higher_is_better,4,0.0,30.0,0.2760428237945746,0.265385686438318,-0.010657137356256619,-0.009428145496312731
17,chronaris,simulated_future_workload_classification,minirocket,macro_f1,random_missing_rate,higher,higher_is_better,4,0.0,0.5,0.2760428237945746,0.43584304584304584,0.15980022204847122,0.14440068089739547
17,chronaris,simulated_future_workload_classification,minirocket,macro_f1,snr_degradation_db,higher,higher_is_better,4,0.0,25.0,0.2760428237945746,0.42809815629583065,0.15205533250125602,0.1984132396679997
17,chronaris,simulated_future_workload_classification,minirocket,macro_f1,timestamp_jitter_ms,higher,higher_is_better,4,0.0,100.0,0.2760428237945746,0.4559271068253104,0.17988428303073578,0.18626139000421532
17,chronaris,simulated_future_workload_regression,linear,mae,absolute_clock_drift_ppm,lower,higher_is_better,4,0.0,250.0,-0.15098677187537154,-0.15601788880303502,-0.005031116927663476,-0.003565067475262553
17,chronaris,simulated_future_workload_regression,linear,mae,absolute_clock_offset_s,lower,higher_is_better,4,0.0,3.0,-0.15098677187537154,-0.15107997972518206,-9.320784981051156e-05,0.00017922666763333332
17,chronaris,simulated_future_workload_regression,linear,mae,additional_physiology_lag_s,lower,higher_is_better,4,2.0,30.0,-0.15145023819059134,-0.16398231343676647,-0.01253207524617514,-0.012830606322719948
17,chronaris,simulated_future_workload_regression,linear,mae,contiguous_gap_s,lower,higher_is_better,4,0.0,30.0,-0.15098677187537154,-0.20721147007619342,-0.056224698200821877,-0.057202201380971006
17,chronaris,simulated_future_workload_regression,linear,mae,random_missing_rate,lower,higher_is_better,4,0.0,0.5,-0.15098677187537154,-0.41298704051102203,-0.2620002686356505,-0.2612268519035334
17,chronaris,simulated_future_workload_regression,linear,mae,snr_degradation_db,lower,higher_is_better,4,0.0,25.0,-0.15098677187537154,-0.13986121273289123,0.011125559142480312,0.011024319785147204
17,chronaris,simulated_future_workload_regression,linear,mae,timestamp_jitter_ms,lower,higher_is_better,4,0.0,100.0,-0.15098677187537154,-0.1343016658599178,0.016685106015453754,0.012762422629641564
17,chronaris,simulated_future_workload_regression,linear,rmse,absolute_clock_drift_ppm,lower,higher_is_better,4,0.0,250.0,-0.1976129980340145,-0.20390241691678834,-0.006289418882773845,-0.004461091989209291
17,chronaris,simulated_future_workload_regression,linear,rmse,absolute_clock_offset_s,lower,higher_is_better,4,0.0,3.0,-0.1976129980340145,-0.19774098781235822,-0.00012798977834371783,0.0002271111657789175
17,chronaris,simulated_future_workload_regression,linear,rmse,additional_physiology_lag_s,lower,higher_is_better,4,2.0,30.0,-0.19800417162074432,-0.21581936132169877,-0.017815189700954442,-0.018240210648588984
17,chronaris,simulated_future_workload_regression,linear,rmse,contiguous_gap_s,lower,higher_is_better,4,0.0,30.0,-0.1976129980340145,-0.2948406300781139,-0.0972276320440994,-0.1011572417663951
17,chronaris,simulated_future_workload_regression,linear,rmse,random_missing_rate,lower,higher_is_better,4,0.0,0.5,-0.1976129980340145,-0.4579409507010863,-0.2603279526670718,-0.2596460021250064
