split_id,outer_pool_id,split_kind,main_selection,method,task,metric,value,representation_variant,time_baseline_value,standardized_gain,status,fit_role,evaluation_role,outer_test_opened
leave_one_view_out__fold01__candidate_353,leave_one_view_out__fold01,main_selection,True,time_only,physiology_residual,rmse,0.40170657629700823,explicit_phase_diagnostic,0.40170657629700823,0.0,completed,inner_train,inner_validation,False
leave_one_view_out__fold01__candidate_353,leave_one_view_out__fold01,main_selection,True,time_only,high_residual_response,normalized_ap,0.0,explicit_phase_diagnostic,0.0,0.0,completed,inner_train,inner_validation,False
leave_one_view_out__fold01__candidate_353,leave_one_view_out__fold01,main_selection,True,physiology_only,future_maneuver_score,spearman,-0.30069930069930073,train_phase_residualized_pooled_64d,0.35664335664335667,-1.0217391304347827,completed,inner_train,inner_validation,False
leave_one_view_out__fold01__candidate_353,leave_one_view_out__fold01,main_selection,True,physiology_only,future_maneuver_score,spearman,-0.31468531468531474,raw_pooled_64d_diagnostic,0.35664335664335667,-1.0434782608695654,completed,inner_train,inner_validation,False
leave_one_view_out__fold01__candidate_353,leave_one_view_out__fold01,main_selection,True,physiology_only,future_maneuver_trend,macro_f1,0.15,train_phase_residualized_pooled_64d,0.4222222222222222,-0.47115384615384626,completed,inner_train,inner_validation,False
leave_one_view_out__fold01__candidate_353,leave_one_view_out__fold01,main_selection,True,physiology_only,future_maneuver_trend,macro_f1,0.07407407407407407,raw_pooled_64d_diagnostic,0.4222222222222222,-0.6025641025641026,completed,inner_train,inner_validation,False
leave_one_view_out__fold01__candidate_353,leave_one_view_out__fold01,main_selection,True,physiology_only,physiology_residual,rmse,5.410275606196161,train_phase_residualized_pooled_64d,0.40170657629700823,-12.468227620441013,completed,inner_train,inner_validation,False
leave_one_view_out__fold01__candidate_353,leave_one_view_out__fold01,main_selection,True,physiology_only,physiology_residual,rmse,3.9785073249217815,raw_pooled_64d_diagnostic,0.40170657629700823,-8.904013425909682,completed,inner_train,inner_validation,False
leave_one_view_out__fold01__candidate_353,leave_one_view_out__fold01,main_selection,True,physiology_only,physiology_residual,rmse_ratio,10.334377779348316,train_phase_residualized_pooled_64d,0.40170657629700823,-12.468227620441013,completed,inner_train,inner_validation,False
leave_one_view_out__fold01__candidate_353,leave_one_view_out__fold01,main_selection,True,physiology_only,physiology_residual,response_skill,-105.79936408628824,train_phase_residualized_pooled_64d,0.40170657629700823,-12.468227620441013,completed,inner_train,inner_validation,False
leave_one_view_out__fold01__candidate_353,leave_one_view_out__fold01,main_selection,True,physiology_only,physiology_residual,spearman,-0.8671328671328673,train_phase_residualized_pooled_64d,0.40170657629700823,-12.468227620441013,completed,inner_train,inner_validation,False
leave_one_view_out__fold01__candidate_353,leave_one_view_out__fold01,main_selection,True,physiology_only,high_residual_response,normalized_ap,0.0,train_phase_residualized_pooled_64d,0.0,0.0,completed,inner_train,inner_validation,False
leave_one_view_out__fold01__candidate_353,leave_one_view_out__fold01,main_selection,True,physiology_only,high_residual_response,normalized_ap,0.0,raw_pooled_64d_diagnostic,0.0,0.0,completed,inner_train,inner_validation,False
leave_one_view_out__fold01__candidate_353,leave_one_view_out__fold01,main_selection,True,physiology_only,high_residual_response,auprc,0.0,train_phase_residualized_pooled_64d,0.0,0.0,completed,inner_train,inner_validation,False
leave_one_view_out__fold01__candidate_353,leave_one_view_out__fold01,main_selection,True,physiology_only,high_residual_response,prevalence,0.0,train_phase_residualized_pooled_64d,0.0,0.0,completed,inner_train,inner_validation,False
leave_one_view_out__fold01__candidate_353,leave_one_view_out__fold01,main_selection,True,vehicle_only,future_maneuver_score,spearman,0.3076923076923077,train_phase_residualized_pooled_64d,0.35664335664335667,-0.07608695652173915,completed,inner_train,inner_validation,False
leave_one_view_out__fold01__candidate_353,leave_one_view_out__fold01,main_selection,True,vehicle_only,future_maneuver_score,spearman,0.6223776223776225,raw_pooled_64d_diagnostic,0.35664335664335667,0.41304347826086973,completed,inner_train,inner_validation,False
leave_one_view_out__fold01__candidate_353,leave_one_view_out__fold01,main_selection,True,vehicle_only,future_maneuver_trend,macro_f1,0.8196969696969697,train_phase_residualized_pooled_64d,0.4222222222222222,0.687937062937063,completed,inner_train,inner_validation,False
leave_one_view_out__fold01__candidate_353,leave_one_view_out__fold01,main_selection,True,vehicle_only,future_maneuver_trend,macro_f1,0.7222222222222222,raw_pooled_64d_diagnostic,0.4222222222222222,0.5192307692307693,completed,inner_train,inner_validation,False
leave_one_view_out__fold01__candidate_353,leave_one_view_out__fold01,main_selection,True,vehicle_only,physiology_residual,rmse,0.6492799090717323,train_phase_residualized_pooled_64d,0.40170657629700823,-0.6163039078346497,completed,inner_train,inner_validation,False
leave_one_view_out__fold01__candidate_353,leave_one_view_out__fold01,main_selection,True,vehicle_only,physiology_residual,rmse,0.5317464708126621,raw_pooled_64d_diagnostic,0.40170657629700823,-0.3237186100222238,completed,inner_train,inner_validation,False
leave_one_view_out__fold01__candidate_353,leave_one_view_out__fold01,main_selection,True,vehicle_only,physiology_residual,rmse_ratio,1.2402147974132103,train_phase_residualized_pooled_64d,0.40170657629700823,-0.6163039078346497,completed,inner_train,inner_validation,False
leave_one_view_out__fold01__candidate_353,leave_one_view_out__fold01,main_selection,True,vehicle_only,physiology_residual,response_skill,-0.5381327437226902,train_phase_residualized_pooled_64d,0.40170657629700823,-0.6163039078346497,completed,inner_train,inner_validation,False
leave_one_view_out__fold01__candidate_353,leave_one_view_out__fold01,main_selection,True,vehicle_only,physiology_residual,spearman,-0.034965034965034975,train_phase_residualized_pooled_64d,0.40170657629700823,-0.6163039078346497,completed,inner_train,inner_validation,False
leave_one_view_out__fold01__candidate_353,leave_one_view_out__fold01,main_selection,True,vehicle_only,high_residual_response,normalized_ap,0.0,train_phase_residualized_pooled_64d,0.0,0.0,completed,inner_train,inner_validation,False
leave_one_view_out__fold01__candidate_353,leave_one_view_out__fold01,main_selection,True,vehicle_only,high_residual_response,normalized_ap,0.0,raw_pooled_64d_diagnostic,0.0,0.0,completed,inner_train,inner_validation,False
leave_one_view_out__fold01__candidate_353,leave_one_view_out__fold01,main_selection,True,vehicle_only,high_residual_response,auprc,0.0,train_phase_residualized_pooled_64d,0.0,0.0,completed,inner_train,inner_validation,False
leave_one_view_out__fold01__candidate_353,leave_one_view_out__fold01,main_selection,True,vehicle_only,high_residual_response,prevalence,0.0,train_phase_residualized_pooled_64d,0.0,0.0,completed,inner_train,inner_validation,False
