dataset,task,consumer,method,seed,fold,role,metric,value,direction,status,reason,smoke_only
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_raw,chronaris_no_corrected_physics,17,simulation_g1_to_g2_ablation__seed_17,validation,segmental_f1_iou_0.50,0.2667413612967986,higher,available,,False
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_raw,chronaris_no_corrected_physics,17,simulation_g1_to_g2_ablation__seed_17,validation,boundary_f1_1s,0.19010495008947023,higher,available,,False
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_raw,chronaris_no_corrected_physics,17,simulation_g1_to_g2_ablation__seed_17,validation,boundary_f1_2s,0.2831072185754848,higher,available,,False
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_raw,chronaris_no_corrected_physics,17,simulation_g1_to_g2_ablation__seed_17,validation,edit_score,0.4316868197842463,higher,available,,False
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_raw,chronaris_no_corrected_physics,17,simulation_g1_to_g2_ablation__seed_17,validation,boundary_detection_delay_s,3.5090174129353233,lower,available,,False
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_duration,chronaris_no_corrected_physics,17,simulation_g1_to_g2_ablation__seed_17,validation,frame_macro_f1,0.5773808490428205,higher,available,,False
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_duration,chronaris_no_corrected_physics,17,simulation_g1_to_g2_ablation__seed_17,validation,segmental_f1_iou_0.10,0.7151298354423354,higher,available,,False
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_duration,chronaris_no_corrected_physics,17,simulation_g1_to_g2_ablation__seed_17,validation,segmental_f1_iou_0.25,0.6355152370777369,higher,available,,False
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_duration,chronaris_no_corrected_physics,17,simulation_g1_to_g2_ablation__seed_17,validation,segmental_f1_iou_0.50,0.4401126073001073,higher,available,,False
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_duration,chronaris_no_corrected_physics,17,simulation_g1_to_g2_ablation__seed_17,validation,boundary_f1_1s,0.24696406024531026,higher,available,,False
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_duration,chronaris_no_corrected_physics,17,simulation_g1_to_g2_ablation__seed_17,validation,boundary_f1_2s,0.3810155989843489,higher,available,,False
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_duration,chronaris_no_corrected_physics,17,simulation_g1_to_g2_ablation__seed_17,validation,edit_score,0.6988508597883598,higher,available,,False
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_duration,chronaris_no_corrected_physics,17,simulation_g1_to_g2_ablation__seed_17,validation,boundary_detection_delay_s,3.695146276595745,lower,available,,False
model_independent_aviation_simulation,simulated_future_workload_classification,linear,chronaris_no_corrected_physics,17,simulation_g1_to_g2_ablation__seed_17,held_out,macro_f1,0.4422996694586181,higher,available,,False
model_independent_aviation_simulation,simulated_future_workload_classification,linear,chronaris_no_corrected_physics,17,simulation_g1_to_g2_ablation__seed_17,held_out,balanced_accuracy,0.452110909083203,higher,available,,False
model_independent_aviation_simulation,simulated_future_workload_classification,linear,chronaris_no_corrected_physics,17,simulation_g1_to_g2_ablation__seed_17,held_out,macro_auprc,0.5162508436454736,higher,available,,False
model_independent_aviation_simulation,simulated_future_workload_classification,linear,chronaris_no_corrected_physics,17,simulation_g1_to_g2_ablation__seed_17,held_out,brier_score,0.5304018994567947,lower,available,,False
model_independent_aviation_simulation,simulated_future_workload_classification,linear,chronaris_no_corrected_physics,17,simulation_g1_to_g2_ablation__seed_17,held_out,ece_10_bins,0.14271610946693442,lower,available,,False
model_independent_aviation_simulation,simulated_future_workload_regression,linear,chronaris_no_corrected_physics,17,simulation_g1_to_g2_ablation__seed_17,held_out,mae,0.15052645622442165,lower,available,,False
model_independent_aviation_simulation,simulated_future_workload_regression,linear,chronaris_no_corrected_physics,17,simulation_g1_to_g2_ablation__seed_17,held_out,rmse,0.19096292077675822,lower,available,,False
model_independent_aviation_simulation,simulated_future_workload_regression,linear,chronaris_no_corrected_physics,17,simulation_g1_to_g2_ablation__seed_17,held_out,spearman,0.5751289297233386,higher,available,,False
model_independent_aviation_simulation,simulated_future_workload_classification,minirocket,chronaris_no_corrected_physics,17,simulation_g1_to_g2_ablation__seed_17,held_out,macro_f1,0.19639651247691448,higher,available,,False
model_independent_aviation_simulation,simulated_future_workload_classification,minirocket,chronaris_no_corrected_physics,17,simulation_g1_to_g2_ablation__seed_17,held_out,balanced_accuracy,0.36949067775418426,higher,available,,False
model_independent_aviation_simulation,simulated_future_workload_classification,minirocket,chronaris_no_corrected_physics,17,simulation_g1_to_g2_ablation__seed_17,held_out,macro_auprc,0.5426458190819304,higher,available,,False
model_independent_aviation_simulation,simulated_future_workload_classification,minirocket,chronaris_no_corrected_physics,17,simulation_g1_to_g2_ablation__seed_17,held_out,brier_score,1.2106071006150458,lower,available,,False
model_independent_aviation_simulation,simulated_future_workload_classification,minirocket,chronaris_no_corrected_physics,17,simulation_g1_to_g2_ablation__seed_17,held_out,ece_10_bins,0.6177245081328875,lower,available,,False
model_independent_aviation_simulation,simulated_future_workload_regression,minirocket,chronaris_no_corrected_physics,17,simulation_g1_to_g2_ablation__seed_17,held_out,mae,0.29857936268672347,lower,available,,False
model_independent_aviation_simulation,simulated_future_workload_regression,minirocket,chronaris_no_corrected_physics,17,simulation_g1_to_g2_ablation__seed_17,held_out,rmse,0.35312836279155796,lower,available,,False
model_independent_aviation_simulation,simulated_future_workload_regression,minirocket,chronaris_no_corrected_physics,17,simulation_g1_to_g2_ablation__seed_17,held_out,spearman,0.37073775310687196,higher,available,,False
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_raw,chronaris_no_corrected_physics,17,simulation_g1_to_g2_ablation__seed_17,held_out,frame_macro_f1,0.32161084725430555,higher,available,,False
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_raw,chronaris_no_corrected_physics,17,simulation_g1_to_g2_ablation__seed_17,held_out,segmental_f1_iou_0.10,0.4442583610346768,higher,available,,False
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_raw,chronaris_no_corrected_physics,17,simulation_g1_to_g2_ablation__seed_17,held_out,segmental_f1_iou_0.25,0.31451712578357316,higher,available,,False
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_raw,chronaris_no_corrected_physics,17,simulation_g1_to_g2_ablation__seed_17,held_out,segmental_f1_iou_0.50,0.18113152989797723,higher,available,,False
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_raw,chronaris_no_corrected_physics,17,simulation_g1_to_g2_ablation__seed_17,held_out,boundary_f1_1s,0.2156795903578992,higher,available,,False
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_raw,chronaris_no_corrected_physics,17,simulation_g1_to_g2_ablation__seed_17,held_out,boundary_f1_2s,0.2890455702725923,higher,available,,False
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_raw,chronaris_no_corrected_physics,17,simulation_g1_to_g2_ablation__seed_17,held_out,edit_score,0.41447196381709256,higher,available,,False
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_raw,chronaris_no_corrected_physics,17,simulation_g1_to_g2_ablation__seed_17,held_out,boundary_detection_delay_s,5.058928571428571,lower,available,,False
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_duration,chronaris_no_corrected_physics,17,simulation_g1_to_g2_ablation__seed_17,held_out,frame_macro_f1,0.3495884696612368,higher,available,,False
