dataset,task,consumer,method,seed,fold,role,metric,value,direction,status,reason,sample_count,threshold_scope,smoke_only,representation_family
dingxin_existing_dual_stream,high_physiology_response_classification,minirocket,contiformer,29,leave_one_sortie_out__fold02,held_out,brier_score,0.9982124954578453,lower,available,,30,inner_train_nested,False,frozen_task_agnostic_v2
dingxin_existing_dual_stream,high_physiology_response_classification,minirocket,contiformer,29,leave_one_sortie_out__fold02,held_out,ece_10_bins,0.501323272444754,lower,available,,30,inner_train_nested,False,frozen_task_agnostic_v2
dingxin_existing_dual_stream,high_physiology_response_classification,minirocket,contiformer,29,leave_one_sortie_out__fold02,held_out,high_response_recall,0.25,higher,available,,30,inner_train_nested,False,frozen_task_agnostic_v2
dingxin_existing_dual_stream,maneuver_intensity_classification,linear,chronaris,29,leave_one_sortie_out__fold02,validation,macro_f1,0.24242424242424243,higher,available,,14,inner_train_nested,False,frozen_task_agnostic_v2
dingxin_existing_dual_stream,maneuver_intensity_classification,linear,chronaris,29,leave_one_sortie_out__fold02,validation,balanced_accuracy,0.5,higher,available,,14,inner_train_nested,False,frozen_task_agnostic_v2
dingxin_existing_dual_stream,maneuver_intensity_classification,linear,chronaris,29,leave_one_sortie_out__fold02,validation,macro_auprc,0.9401289682539682,higher,available,,14,inner_train_nested,False,frozen_task_agnostic_v2
dingxin_existing_dual_stream,maneuver_intensity_classification,linear,chronaris,29,leave_one_sortie_out__fold02,validation,brier_score,0.8466915315452076,lower,available,,14,inner_train_nested,False,frozen_task_agnostic_v2
dingxin_existing_dual_stream,maneuver_intensity_classification,linear,chronaris,29,leave_one_sortie_out__fold02,validation,ece_10_bins,0.42291156408729935,lower,available,,14,inner_train_nested,False,frozen_task_agnostic_v2
dingxin_existing_dual_stream,physiology_response_regression,linear,chronaris,29,leave_one_sortie_out__fold02,validation,mae,1.0599282044648606,lower,available,,12,inner_train_nested,False,frozen_task_agnostic_v2
dingxin_existing_dual_stream,physiology_response_regression,linear,chronaris,29,leave_one_sortie_out__fold02,validation,rmse,1.2068930052078233,lower,available,,12,inner_train_nested,False,frozen_task_agnostic_v2
dingxin_existing_dual_stream,physiology_response_regression,linear,chronaris,29,leave_one_sortie_out__fold02,validation,spearman,-0.08495907904857464,higher,available,,12,inner_train_nested,False,frozen_task_agnostic_v2
dingxin_existing_dual_stream,high_physiology_response_classification,linear,chronaris,29,leave_one_sortie_out__fold02,validation,macro_f1,0.25,higher,available,,12,inner_train_nested,False,frozen_task_agnostic_v2
dingxin_existing_dual_stream,high_physiology_response_classification,linear,chronaris,29,leave_one_sortie_out__fold02,validation,balanced_accuracy,0.5,higher,available,,12,inner_train_nested,False,frozen_task_agnostic_v2
dingxin_existing_dual_stream,high_physiology_response_classification,linear,chronaris,29,leave_one_sortie_out__fold02,validation,macro_auprc,0.7359623015873016,higher,available,,12,inner_train_nested,False,frozen_task_agnostic_v2
dingxin_existing_dual_stream,high_physiology_response_classification,linear,chronaris,29,leave_one_sortie_out__fold02,validation,brier_score,1.310105296994748,lower,available,,12,inner_train_nested,False,frozen_task_agnostic_v2
dingxin_existing_dual_stream,high_physiology_response_classification,linear,chronaris,29,leave_one_sortie_out__fold02,validation,ece_10_bins,0.6589332893337949,lower,available,,12,inner_train_nested,False,frozen_task_agnostic_v2
dingxin_existing_dual_stream,high_physiology_response_classification,linear,chronaris,29,leave_one_sortie_out__fold02,validation,high_response_recall,0.0,higher,available,,12,inner_train_nested,False,frozen_task_agnostic_v2
dingxin_existing_dual_stream,maneuver_intensity_classification,minirocket,chronaris,29,leave_one_sortie_out__fold02,validation,macro_f1,0.09523809523809523,higher,available,,14,inner_train_nested,False,frozen_task_agnostic_v2
dingxin_existing_dual_stream,maneuver_intensity_classification,minirocket,chronaris,29,leave_one_sortie_out__fold02,validation,balanced_accuracy,0.125,higher,available,,14,inner_train_nested,False,frozen_task_agnostic_v2
dingxin_existing_dual_stream,maneuver_intensity_classification,minirocket,chronaris,29,leave_one_sortie_out__fold02,validation,macro_auprc,0.4802579365079365,higher,available,,14,inner_train_nested,False,frozen_task_agnostic_v2
dingxin_existing_dual_stream,maneuver_intensity_classification,minirocket,chronaris,29,leave_one_sortie_out__fold02,validation,brier_score,0.9210514865237146,lower,available,,14,inner_train_nested,False,frozen_task_agnostic_v2
dingxin_existing_dual_stream,maneuver_intensity_classification,minirocket,chronaris,29,leave_one_sortie_out__fold02,validation,ece_10_bins,0.47051746891638346,lower,available,,14,inner_train_nested,False,frozen_task_agnostic_v2
dingxin_existing_dual_stream,physiology_response_regression,minirocket,chronaris,29,leave_one_sortie_out__fold02,validation,mae,0.9333030894504472,lower,available,,12,inner_train_nested,False,frozen_task_agnostic_v2
dingxin_existing_dual_stream,physiology_response_regression,minirocket,chronaris,29,leave_one_sortie_out__fold02,validation,rmse,1.234880891938918,lower,available,,12,inner_train_nested,False,frozen_task_agnostic_v2
dingxin_existing_dual_stream,physiology_response_regression,minirocket,chronaris,29,leave_one_sortie_out__fold02,validation,spearman,0.8825678662292813,higher,available,,12,inner_train_nested,False,frozen_task_agnostic_v2
dingxin_existing_dual_stream,high_physiology_response_classification,minirocket,chronaris,29,leave_one_sortie_out__fold02,validation,macro_f1,0.25,higher,available,,12,inner_train_nested,False,frozen_task_agnostic_v2
dingxin_existing_dual_stream,high_physiology_response_classification,minirocket,chronaris,29,leave_one_sortie_out__fold02,validation,balanced_accuracy,0.5,higher,available,,12,inner_train_nested,False,frozen_task_agnostic_v2
dingxin_existing_dual_stream,high_physiology_response_classification,minirocket,chronaris,29,leave_one_sortie_out__fold02,validation,macro_auprc,1.0,higher,available,,12,inner_train_nested,False,frozen_task_agnostic_v2
dingxin_existing_dual_stream,high_physiology_response_classification,minirocket,chronaris,29,leave_one_sortie_out__fold02,validation,brier_score,1.3272968486295216,lower,available,,12,inner_train_nested,False,frozen_task_agnostic_v2
dingxin_existing_dual_stream,high_physiology_response_classification,minirocket,chronaris,29,leave_one_sortie_out__fold02,validation,ece_10_bins,0.6651466082570507,lower,available,,12,inner_train_nested,False,frozen_task_agnostic_v2
dingxin_existing_dual_stream,high_physiology_response_classification,minirocket,chronaris,29,leave_one_sortie_out__fold02,validation,high_response_recall,0.0,higher,available,,12,inner_train_nested,False,frozen_task_agnostic_v2
dingxin_existing_dual_stream,maneuver_intensity_classification,linear,chronaris,29,leave_one_sortie_out__fold02,held_out,macro_f1,0.31559290382819793,higher,available,,31,inner_train_nested,False,frozen_task_agnostic_v2
dingxin_existing_dual_stream,maneuver_intensity_classification,linear,chronaris,29,leave_one_sortie_out__fold02,held_out,balanced_accuracy,0.3611111111111111,higher,available,,31,inner_train_nested,False,frozen_task_agnostic_v2
dingxin_existing_dual_stream,maneuver_intensity_classification,linear,chronaris,29,leave_one_sortie_out__fold02,held_out,macro_auprc,0.7105551470134804,higher,available,,31,inner_train_nested,False,frozen_task_agnostic_v2
dingxin_existing_dual_stream,maneuver_intensity_classification,linear,chronaris,29,leave_one_sortie_out__fold02,held_out,brier_score,1.0158492457613244,lower,available,,31,inner_train_nested,False,frozen_task_agnostic_v2
dingxin_existing_dual_stream,maneuver_intensity_classification,linear,chronaris,29,leave_one_sortie_out__fold02,held_out,ece_10_bins,0.5119713464948412,lower,available,,31,inner_train_nested,False,frozen_task_agnostic_v2
dingxin_existing_dual_stream,physiology_response_regression,linear,chronaris,29,leave_one_sortie_out__fold02,held_out,mae,2.365332059131854,lower,available,,30,inner_train_nested,False,frozen_task_agnostic_v2
